股票代码_firm_id,供应链年份_year,行业_industry,核心企业代码_core,标签_label,总资产净利率ROA_var1,总资产报酬率ROA_var2,净资产收益率ROE_var3,销售净利率_var4,成本费用利润率_var5,营业利润／营业总收入_var6,资产负债率_var7,流动比率_var8,速动比率_var9,现金比率_var10,现金流量利息保障倍数_var11,营业收入净含量=经活现流净÷营总收_var12,经活现流净÷流负_var13,带息负债率_var14,总资产周转率_var15,净资产周转率_var16,现金周转率_var17,营运资金周转率_var18,基本每股收益（同比增长率）_var19,总资产（同比增长率）_var20,净资产（同比增长率）_var21,净利润（同比增长率）_var22,经营活动产生的现金流量净额（同比增长率）_var23,营业总收入（同比增长率）_var24,利润总额（同比增长率）_var25,研发人员数量占比_var26,研发投入总额占营业收入比例_var27,本科生人数占比_var28,ln(上市天数)_var29,应收账款周转率_var30,存货周转率_var31,营业周期_var32,净营业周期_var33,应收账坏账比例=应收账坏准÷总应收账_var34,存货跌价比例=存货跌准÷总存货_var35,预付账款÷流资_var36,核心企业总资产（同比增长率）_var37,核心企业总资产净利率ROA_var38,核心企业总资产报酬率ROA_var39,核心企业净资产收益率ROE_var40,核心企业总资产周转率_var41,核心企业现金比率_var42,核心企业营业利润／营业总收入_var43,核心企业资产负债率_var44,核心企业流动比率_var45,核心企业速动比率_var46,核心企业ln(资产总计)_var47,核心企业ln（经营活动产生的现金流量净额）_var48,行业流动比率_var49,行业速动比率_var50,行业利息保障倍数A_var51,行业资产负债率_var52,行业资产报酬率B_var53,行业总资产净利润率(ROA)B_var54,行业净资产收益率B_var55,行业总资产增长率_var56,行业净利润增长率_var57,客户集中度1_var58,供应商集中度1_var59,客户集中度2_var60,供应商集中度2_var61,客户集中度3_var62,供应商集中度3_var63,供应链集中度_var64,销售额/采购额占比_var65,信息化水平_var66,协同处理能力_var67
300293,2018,C35,601966,0,0.9304,2.9467,2.17,1.3148,1.9371,1.38,60.1695,1.1893,0.7442,35.1807,691.5515,16.0671128905877,22.8792869334167,18.29231607,0.7077,1.8735,795.8222,8.7011,100.0,-5.4567,5.3859,57.6292,430.4322,28.0902,83.6779,44.84,2.8,25.7006,7.81963630236759,3.8994,2.4956,236.5758,174.5389,16.7958515006802,6.42510594951201,1.33255898980472,33.052,5.2296,6.8317,12.54,0.6774,43.1671,8.3562,61.1703,1.1411,0.7849,23.973386940456,21.3340996578945,1.503405,1.112375,4.81776,0.534886,0.034846,0.026079,0.054968,0.111729,-0.083413,8.86,3.399,27.81,11.6343,1.907027,0.31027156,16.86,4.15,0.279006273863639,3.78465
832089,2018,C29,603179,0,8.3521,10.3345,11.41,11.3601,14.2041,13.202,21.6497,4.0988,3.5097,85.6405,714.5903,6.33358288011798,23.2698306306679,18.69061772,0.7352,1.0165,528.4592,1.2643,18.8679,-7.6318,8.2223,18.9368,-30.6498,-13.5365,17.3535,15.1976,3.3453,8.1571,0.0,2.0798,5.8067,235.0909,235.0909,8.355596522073,3.32141795860521,0.987498521607223,25.3213,8.0274,9.8129,19.04,0.9691,42.842,9.5949,58.7382,1.3797,1.0079,22.0863781021195,20.0127490149209,1.369438,1.051401,4.037737,0.488916,0.035116,0.024582,0.047476,0.074328,-0.016778,7.96,12.18,29.12,36.72,1.77431,3.038922,32.92,7.96,0.174462502504576,5.16945
430685,2018,C40,603259,0,18.6239,21.4943,24.02,25.5455,49.1398,29.5676,30.3686,2.5186,2.1943,182.7147,6658.2996,18.0319941841383,39.5646745552117,8.752049837,0.729,1.0064,121.6938,1.4979,19.3548,24.8372,13.433,25.7221,-11.6167,26.342,20.9541,16.9082,9.7012,21.7391,0.0,14.2132,3.9862,115.6402,55.8673,7.90438389974261,11.5728451023066,2.98225371028721,80.178,13.2416,15.0991,23.98,0.5455,209.6177,26.8857,19.8612,3.1383,2.7629,23.8441848664466,21.2182228764792,1.911149,1.60387,4.408742,0.422216,0.034868,0.025508,0.043208,0.064242,-0.522511,2.6558,3.399,10.7122,11.6343,0.24968258,0.31027156,15.8453,1.72,0.0869277978933966,5.4592
836720,2018,C33,603486,0,18.5972,21.9887,40.82,12.142,16.1647,14.0139,56.4201,1.1984,0.7817,5.3014,2086.7262,10.0351275551579,24.4010668931284,12.18197163,1.5316,3.2811,8155.849909,11.2632,9.3571,26.359,8.7478,9.4442,59.5848,22.1647,10.6316,9.63,3.94,3.9683,0.0,4.5633,5.1866,148.2999,81.5244,1.39710968545678,10.5017913783439,2.51411428728786,55.7835,14.0433,15.966,25.05,1.6481,67.2815,9.5873,40.6642,1.9781,1.217,22.1602818517749,16.5442036887652,1.261204,0.912309,7.485775,0.550316,0.048379,0.039825,0.08763,0.131997,0.323197,20.58,15.03,40.33,38.59,5.230293,3.751923,39.46,5.98,0.317313380043914,4.5521
871245,2018,C34,603611,0,11.1174,12.7352,16.47,10.703,13.8618,11.6106,32.4508,1.6674,1.1071,26.0602,8544.3236,6.22358392917813,18.6325937124132,25.44428558,1.0387,1.5442,695.1996,3.4203,0.0,13.4638,14.3355,-0.4727,77.4894,14.7838,-1.6661,13.73,4.64,6.7729,0.0,3.7003,5.7572,159.8198,61.7432,6.96144162129166,0.986805037678239,1.55615542382269,19.2968,6.1407,7.3804,11.47,0.7854,39.9559,9.4013,50.0779,1.3838,0.8485,21.9863128401655,19.5004418477074,1.358626,1.05149,3.593159,0.577305,0.01753,0.011368,0.026625,0.029787,-0.589583,14.07,11.94,35.13,40.44,3.111627,3.717502,37.79,14.07,0.328377167807384,4.1921
870204,2018,C29,603876,0,10.8997,13.4144,17.72,12.6896,16.5816,13.4927,34.5751,1.3618,1.0308,50.7885,814.1619,10.9903655226903,25.2741179439819,53.01076418,0.8589,1.3273,552.6985,9.1348,19.4175,17.8538,20.7206,19.4862,85.1273,15.9926,16.6339,13.0435,3.7612,8.0745,0.0,7.0896,5.0386,122.227,90.1163,5.26418745826512,4.68889508079742,1.53390856449062,4.8062,3.4227,5.2979,9.22,1.2463,24.1559,3.4469,59.31,1.1599,0.6884,22.8575955292509,18.8736431609161,1.369438,1.051401,4.037737,0.488916,0.035116,0.024582,0.047476,0.074328,-0.016778,18.73,33.39,43.5,58.77,5.223242,12.790077,51.14,4.84,0.278708137759637,5.38245
300108,2018,C27,28,1,5.4801,8.3748,10.43,23.2857,33.1709,16.7441,53.6661,0.998,0.5822,11.7456,81.0347,4.58275836530414,2.43275413613352,65.20143456,0.2353,0.449,378.1644,2.0153,3.125,53.8309,13.2926,6.1573,-11.6951,34.523,11.7082,9.0,1.89,16.1269,8.02289686960146,1.6219,1.3471,489.2026,431.7882,8.24856741673387,0.0666156382933671,7.88506709088897,29.4789,5.2597,6.9941,11.56,1.682,54.8163,3.875,51.9335,1.6598,1.3164,24.0881553437122,21.0028701360589,1.835718,1.377823,10.656416,0.390589,0.062552,0.0555,0.08944,0.103094,-0.188921,9.07,11.05,24.98,29.01,1.484346,2.215525,27.0,5.07,0.235831697157699,5.327
835207,2018,I65,34,0,12.706,15.2258,21.08,9.226,10.0738,9.243,42.1521,1.9314,0.6141,3.2344,-344.846,-2.43766123796214,-6.95301354727109,21.92011993,1.3772,2.2988,1945.5162,3.2429,232.3851,24.1399,12.7412,241.811,-157.923,70.0466,269.8892,53.9683,4.874,44.4444,0.0,1.7462,4.6664,77.1473,77.1473,3.55354535227221,0.849899986026662,15.2312700071929,7.0541,2.0535,4.5531,14.27,3.2575,7.9632,0.7835,85.1975,0.9988,0.573,23.9808026779844,19.7031124047399,1.867589,1.579493,11.453723,0.381345,0.023157,0.020664,0.033041,0.071875,-0.553011,16.72,20.99,45.39,60.91,5.571157,9.423171,53.15,9.45,0.335368119306909,8.25655
870357,2018,C39,50,0,14.7768,17.3897,26.65,22.102,28.2733,23.7707,42.5509,1.2197,0.8941,7.079,1598.0447,25.0920091753671,44.145892554009,54.70595154,0.6686,1.1216,1674.2389,8.1724,-52.8571,1.8445,-8.7955,-17.2289,47.3039,19.7314,-21.6602,8.7432,5.5135,6.0109,0.0,3.17465,4.149,86.7679,86.7679,0.819172782923066,36.0674528377473,1.1568421455153,9.6544,2.194,3.5848,3.71,0.6447,19.4313,3.4019,56.6855,0.7662,0.5314,24.8182267101102,21.9944907372139,1.363769,1.080364,3.509619,0.543681,0.027174,0.018034,0.038473,0.126121,-0.530011,71.85,8.87,95.58,29.3,53.934532,1.910172,62.44,70.7,0.224243020947001,7.26065
300397,2018,C39,63,0,-11.3003,-13.4129,-14.96,-64.2605,-57.0039,-75.3214,20.1051,2.6333,1.706,79.1125,-27422.5956,-72.3110029803925,-86.2790840773193,8.168263706,0.1759,0.2184,131.5706,0.4954,-344.8276,-12.5684,-14.1931,-320.4517,-300.7297,-25.4498,-276.7599,30.25,33.55,27.0078,7.36073990305828,1.2665,0.9659,656.9573,392.232,32.0877227718883,4.22650014541905,2.34911412569496,-10.1495,-5.0853,-4.9543,-17.2362,0.6258,28.8292,-0.7156,74.5184,1.0388,0.6561,25.5857935360526,-21.9310148118266,1.363769,1.080364,3.509619,0.543681,0.027174,0.018034,0.038473,0.126121,-0.530011,22.74,9.87,69.14,31.15,11.098974,2.192259,50.15,22.74,0.27650543855982,1.6024
300089,2018,C30,158,0,6.1177,8.4057,9.21,18.6149,-146.098783,20.9226,44.5703,1.0434,0.7387,27.9362,248.1204,13.1544720578536,9.87977267453715,46.64698022,0.3286,0.5494,179.0412,3.7267,152.9412,-17.6737,-71.4739,197.7792,26.7414,117.3112,188.2792,29.76,3.61,29.7959,8.04269949689764,4.3254,3.8878,175.8267,124.4003,6.65590788152182,6.15563544117959,14.7959739166669,10.5834,1.3585,3.9193,3.07,0.7171,31.4156,2.2356,56.9219,1.319,0.7685,23.3724676101063,20.581368501042,1.329398,0.889858,10.281344,0.504802,0.086926,0.076382,0.156384,0.114715,0.50424,10.24,13.28,20.21,36.42,1.298851,3.149034,28.32,2.23,0.191225784942151,4.07795
831167,2018,C39,333,0,11.6384,12.8359,27.21,5.2243,5.9358,5.6906,56.7886,1.5653,1.1164,16.3552,6249.7638,8.8526575248618,32.8703584942991,3.768818735,2.2277,5.5487,3539.7831,7.5537,47.9167,-0.8103,31.9723,70.0855,168.1048,42.5839,67.2217,14.5714,5.5599,9.4286,0.0,6.2244,6.2341,115.5838,44.9096,3.24204909341674,1.49901221378624,0.754325408744308,6.2853,8.4604,9.504,25.66,1.0147,21.4145,9.764,64.9397,1.4028,0.5709,26.2980822837281,24.0504965698016,1.363769,1.080364,3.509619,0.543681,0.027174,0.018034,0.038473,0.126121,-0.530011,29.51,27.75,60.56,40.02,11.738932,8.09212,50.29,13.6,0.215514000340131,6.30145
831768,2018,C33,333,0,3.8284,4.9161,10.88,3.8101,3.903,3.5604,62.9552,1.3567,0.8574,6.8449,-472.7355,-5.36916307081398,-9.4669271885583,34.93848904,1.0048,2.8554,1194.297,4.2891,-17.3077,-0.1649,10.9386,-8.8815,-281.085,2.1778,-20.5079,37.5445,5.1818,7.2954,0.0,5.8402,3.6858,159.3138,102.3662,5.31725623187377,8.04431408844237,1.94184949158154,6.2853,8.4604,9.504,25.66,1.0147,21.4145,9.764,64.9397,1.4028,0.5709,26.2980822837281,24.0504965698016,1.261204,0.912309,7.485775,0.550316,0.048379,0.039825,0.08763,0.131997,0.323197,24.61,13.99,50.42,41.08,7.77533,3.906258,45.75,24.61,0.244384753144783,5.0273
839946,2018,C36,338,0,6.8188,8.0984,14.81,9.6316,11.5247,10.6968,45.6896,1.4954,1.2861,17.5104,542.0377,6.17419268614983,9.62427359070687,12.99412804,0.708,1.4373,939.9092,3.174,-4.0,1.866,25.4395,12.804,-23.2445,0.559,7.0529,16.8091,4.0733,6.8376,0.0,3.6227,6.8208,152.1531,152.1531,3.27533430760664,10.0663299981007,0.109618901115585,8.2463,5.8877,7.0646,22.73,0.8065,47.7619,8.5421,69.6705,1.2199,0.931,26.047623030984,23.8261303487267,1.186109,0.999737,15.048969,0.589502,0.045777,0.042278,0.102021,0.061834,-0.142946,58.21,17.43,94.1,41.05,37.962936,4.520427,67.58,58.21,0.163316020435706,6.4625
300342,2018,C38,404,0,5.3041,6.6891,7.2,13.0858,17.6303,14.9705,29.7957,2.0983,1.4807,68.4639,971.5869,25.4386465220326,34.1620470543998,38.091899,0.4053,0.5506,211.839,1.1466,-48.8889,8.0779,-1.8816,-48.8463,147.3319,-3.5223,-49.2426,21.36,7.35,9.7561,7.76174498465891,2.3437,2.4925,298.0366,186.5055,8.37034589075946,1.98951240236699,1.60969181156039,1.1599,1.632,2.1731,2.27,0.8879,48.8539,2.2444,58.2463,1.3606,1.0592,23.0352006587723,18.9650113880879,1.352129,1.10475,10.448747,0.564525,0.039014,0.034328,0.078455,0.068625,-0.285526,39.17,8.29,70.91,30.02,18.004726,1.879068,50.47,39.17,0.180832206770362,4.30685
832735,2018,C27,411,0,11.3962,13.2366,16.22,14.0357,18.0968,16.0353,23.6562,3.2528,2.5786,73.3238,1699.9967,11.5949244710022,51.1692209501851,44.78066129,0.8119,1.1473,468.7781,2.2146,3.9474,-2.4268,14.0121,7.3713,41.2307,6.3353,2.4777,8.03,12.1288,30.6581,0.0,3.5811,1.9066,289.3456,182.6252,5.35463611606104,0.0,0.756154225316749,-1.0005,2.4769,5.0534,10.59,2.2673,24.0769,1.4925,76.8319,1.2529,0.8632,22.9196579714371,18.9293891846672,1.835718,1.377823,10.656416,0.390589,0.062552,0.0555,0.08944,0.103094,-0.188921,4.76,11.46,17.19,45.65,0.614617,4.378937,31.42,3.16,0.208611063470308,5.3055
835892,2018,C35,521,0,5.6862,5.1913,11.81,8.3279,7.7003,8.9501,50.2978,1.1202,0.9439,89.3045,6752.7177,17.5622749074464,24.6967664988249,7.277861947,0.6828,1.4104,184.4709,16.681664,23.8593,3.1508,6.263,23.8776,-43.3679,29.7629,18.5891,20.8609,6.4806,47.351,0.0,2.8606,5.2833,68.1392,68.1392,0.480582023634258,3.26180599154027,0.556108674961603,-2.5042,0.2213,-0.0377,0.77,1.1097,46.2205,0.2809,66.999,1.2216,0.8758,23.4680856846975,-19.211683114665,1.503405,1.112375,4.81776,0.534886,0.034846,0.026079,0.054968,0.111729,-0.083413,6.8,16.47,18.17,35.45,0.790983,3.627399,26.81,4.95,0.163297778593948,5.43525
838262,2018,C17,596,0,11.5079,14.0776,23.42,8.6801,12.9514,9.262,45.9609,2.0176,0.7413,40.8701,126.8598,1.07830692018919,2.88635826137767,40.89029547,1.3258,2.487,1066.3612,2.949,21.8182,25.2832,32.7942,17.6004,-84.6784,22.0291,11.7581,6.5474,4.0567,11.5663,0.0,10.8471,1.3559,298.6949,218.1922,5.46149704063099,5.97608473476707,2.39142834719948,23.2158,15.3636,20.4332,24.03,0.7666,39.6762,27.0177,35.813,2.0994,0.7271,23.249788441962,21.0885207674681,1.463949,0.927655,6.225142,0.43594,0.057308,0.046586,0.080291,0.067779,0.000628,12.75,12.79,29.03,35.5,3.128635,3.032952,32.27,1.1174,0.436822646756817,1.2784985
835305,2018,I65,682,1,17.206,20.1649,24.99,30.2486,47.8548,34.1426,30.8486,3.1385,2.1268,56.6919,-402.0136,-6.03995601003479,-9.98812531330849,69.85557254,0.5688,0.8262,254.8125,0.8756,50.9091,27.2747,28.5605,63.1841,20.368,75.8977,69.6068,64.6195,12.5461,72.7891,0.0,1.3791,2.1216,430.7231,430.7231,6.05579413301074,5.83652997575518,3.43349141802193,7.5924,4.4889,4.5873,6.43,0.6118,88.0731,8.341,36.3459,2.3714,1.6878,22.3631579667968,19.3988778725619,1.867589,1.579493,11.453723,0.381345,0.023157,0.020664,0.033041,0.071875,-0.553011,18.69,23.82,50.2,42.49,6.354584,6.559801,46.35,4.67,0.175260091505919,2.2185
300084,2018,B11,708,1,2.0413,3.7157,3.61,9.1208,12.2589,11.4351,38.8607,1.7203,1.1641,26.2025,92.2632,5.36870725026816,4.26652830062066,60.63163789,0.2238,0.3688,228.2389,1.0765,411.6418,-3.4704,3.328,153.5246,-17.7618,37.17,166.8551,21.1,7.44,32.7553,8.05420489706441,1.0515,1.1234,662.8238,551.8497,5.50897405149836,0.779139371478004,3.33380691565184,86.0586490000001,7.1571,8.0026,12.166,1.7638,61.7401,4.9539,42.6451,1.6566,1.331,22.7616125050602,20.4117341085381,1.35586,1.052682,54.982545,0.559293,0.004315,0.0041,0.009188,0.022012,-0.49296,13.2,13.77,32.71,36.18,2.708442,3.907964,34.45,12.99,0.209412512971614,6.2586
300421,2018,C34,708,0,4.8452,5.8781,6.23,10.3451,12.9689,11.3932,24.2998,2.4468,1.1564,31.019,687.4342,7.2056072110319,15.0895450976756,40.08494277,0.4684,0.6126,547.3384,1.3707,-2.1002,-1.2013,-3.1058,-1.2281,7.0017,6.4703,-3.1666,12.38,4.72,6.8085,7.25347038268453,3.0459,3.1193,233.6022,156.251,4.46154182900151,1.38716361001236,1.09520737458056,86.0586490000001,7.1571,8.0026,12.166,1.7638,61.7401,4.9539,42.6451,1.6566,1.331,22.7616125050602,20.4117341085381,1.358626,1.05149,3.593159,0.577305,0.01753,0.011368,0.026625,0.029787,-0.589583,5.51,26.99,22.32,52.36,1.031368,8.936288,37.34,8.07,0.201275686714612,7.25655
833454,2018,C36,800,0,8.1675,10.5002,12.46,11.8568,15.3949,13.3063,30.2338,1.7311,1.0856,11.3265,898.3987,17.371491171869,40.6553564036869,27.42280659,0.6888,1.0326,2195.8059,3.7697,21.0,-10.3423,13.4757,25.5194,145.6348,13.4967,27.8612,13.7363,6.3166,11.0345,0.0,4.2039,2.1026,256.8514,183.409,6.46733476136663,4.53674106242627,1.22249072475286,0.7495,1.4825,1.5733,1.93,1.3735,6.58323,2.0118,56.3353,1.0307,0.7701,23.6479420773956,18.260427510062,1.186109,0.999737,15.048969,0.589502,0.045777,0.042278,0.102021,0.061834,-0.142946,14.41,25.78,55.18,46.56,6.303928,7.782914,50.87,9.05,0.29126098880926,5.62885
833075,2018,C23,860,0,13.267,15.7133,21.19,10.0902,12.4261,11.736,36.1631,1.8868,1.6049,80.2753,2731.7898,11.1284505168006,39.2244304551761,22.83617313,1.3148,2.126,534.3876,4.3236,83.5135,8.8243,15.8348,84.0488,41.2813,37.0004,63.9644,15.0215,4.0452,19.0987,0.0,4.3913,7.9145,127.4664,42.9236,17.1707608768951,0.168655791756151,1.07923504010612,7.8144,3.8057,6.2245,10.04,0.6311,70.4948,8.8025,61.0659,1.7498,0.7419,23.7115117222168,21.8787135292775,1.680262,1.21489,31.617565,0.32485665,0.084409,0.08127,0.119572,0.043538,0.190488,15.64,4.8,60.71,19.6,7.849677,0.785696,40.16,15.64,0.335320968906045,4.4095
834475,2018,C35,878,0,10.0859,12.0126,18.15,13.6706,17.8857,15.6643,46.4108,1.972,0.8136,33.105,1151.3589,9.00126757287944,13.5017558364493,16.6615833,0.7378,1.3231,1489.6068,1.6882,11.5385,25.5145,15.0098,67.7707,372.0902,11.2857,69.6028,14.44,4.763,5.5556,0.0,3.4728,1.7352,311.1317,311.1317,10.5403046869411,0.473937326611561,14.4564899634455,16.8953,1.2531,4.3017,1.87,1.4794,16.4888,1.3614,70.1901,1.011,0.2263,24.3413061930006,21.5219481804705,1.503405,1.112375,4.81776,0.534886,0.034846,0.026079,0.054968,0.111729,-0.083413,18.38,33.48,57.31,72.02,8.110093,15.759262,64.67,18.38,0.467022921808598,3.5202
430718,2018,C38,921,0,3.8728,5.3414,6.34,2.861,3.5465,3.2596,35.6784,1.6414,0.727,6.8624,461.1026,3.60688808929367,13.4017738711733,29.92510585,1.3536,2.0607,7073.2018,5.8494,0.0,58.1635,3.3097,-0.9036,-57.2767,16.0659,1.2481,13.0,3.1564,8.9286,0.0,2.5629,4.5993,78.2728,78.2728,0.940895106116284,4.61366227420395,5.14507943692375,1.0203,6.5526,7.0561,19.79,1.6585,27.0142,4.1886,63.8563,1.0585,0.743,23.806455035812,20.7714525469311,1.352129,1.10475,10.448747,0.564525,0.039014,0.034328,0.078455,0.068625,-0.285526,77.79,33.74,83.42,55.46,60.597856,12.770534,69.44,1.1174,0.350095510157691,6.891
836077,2018,C28,928,1,-7.592,-4.2508,-51.0474,-36.5218,-26.7299,-36.5694,88.9306,0.3397,0.161242,9.9213,149.9689,24.2513490070133,7.1747318125806,44.01111471,0.2079,1.3664,2214.4105,-0.5976,-1290.5172,13.2604,-37.0184,-1292.5811,153.2085,32.4577,-1292.5811,18.1102,7.2197,16.9291,0.0,7.059,2.3854,201.9168,82.672,10.9712894078572,19.6643619394695,1.16486761549612,14.2613,2.9282,3.9456,9.2,0.5747,28.4572,7.3654,70.5877,1.2568,0.9097,23.4684900817791,20.9311587639394,0.785711,0.64046354,4.34572,0.638903,0.0549,0.040284,0.102541,0.267951,0.249207,48.79,70.4,96.63,82.5,35.240715,50.257444,89.57,4.06,0.245222616818579,3.7596
430090,2018,I65,938,0,2.6955,3.9502,5.76,1.787,2.3048,2.2198,54.3722,1.761,0.8633,38.8103,-644.9675,-2.44949589561631,-6.04545881178243,30.50045105,1.5084,3.0236,767.7628,3.3438,-62.5,28.619,5.9207,-65.1278,-177.6079,-1.5661,-61.0149,20.0,4.4139,46.3115,0.0,6.1127,2.7591,189.3711,136.8463,9.22592745887929,0.246213864156686,3.1501028375857,14.0071,6.4371,7.1613,6.59,1.0601,36.5943,6.5106,37.2128,1.6399,0.8663,24.6060572992792,22.3062452590654,1.867589,1.579493,11.453723,0.381345,0.023157,0.020664,0.033041,0.071875,-0.553011,14.1,71.7285000000001,25.21,83.46,2.331437,52.4939447400001,54.34,3.14,0.348666985116199,4.8754
833266,2018,C27,950,0,6.068,7.9283,8.84,13.1298,20.0424,16.9686,29.2855,2.9921,2.0746,74.2401,2886.9704,9.85458853331728,29.6885485129956,8.492297291,0.4622,0.6736,441.4806,1.6586,-7.6923,2.6625,9.2535,-8.9375,229.5193,-8.6474,-6.352,7.8,2.7806,34.7315,0.0,2.9183,0.9685,495.0683,495.0683,5.38977390098443,0.313056396028973,5.16034846252917,32.2922,4.2521,5.7578,9.84,1.4611,23.5137,3.2816,59.6934,1.5119,1.2075,23.7247258968223,-21.257277922501,1.835718,1.377823,10.656416,0.390589,0.062552,0.0555,0.08944,0.103094,-0.188921,4.27,24.22,18.54,62.88,0.701724,10.017619,40.71,4.27,0.190859992806267,5.2179
300313,2018,A03,2100,0,-33.984138,-32.448262,-80.1224,-302.121359,-146.098783,-305.325805,85.3316,0.3143,0.2404,22.4503,-61.3616,-11.4549225586465,-1.11877855149139,30.23146708,0.1005,0.3703,130.2313,-0.2426,-2081.274085,103.0584,-42.5108,-1596.98299,-112.7092,-46.1224,-1402.458518,17.74,1.22,19.3548,7.80016307039296,5.5899,1.3237,336.3668,157.8574,17.8278465707666,5.57061708447545,0.328383212018583,44.8827,4.1867,5.6512,10.16,0.7333,60.5701,6.3195,61.4654,1.6516,0.7356,22.864359966897,-20.8874587642312,1.016777,0.64046354,3.007818,0.487035,0.043485,0.028485,0.054311,0.083717,-0.563446,11.6,6.74,28.01,24.91,2.051523,1.348458,26.46,6.39,0.311475426711536,1.8854
832225,2018,C29,2132,0,7.4054,9.971,10.69,7.6148,10.9039,9.6009,31.9012,1.6936,1.0257,29.1811,2370.9103,12.3400824271962,38.1041940217804,35.62630846,0.9725,1.3855,1922.5419,3.9213,-4.6512,18.9477,12.9208,-4.8047,93.9348,26.7454,1.0336,6.9853,4.042,6.9853,0.0,5.0602,3.3927,177.2536,177.2536,11.141642065145,3.61311954908055,1.68628551910329,-14.7923,-3.6151,-2.5497,-4.93,0.5053,21.2479,-7.4529,48.6955,1.1977,0.7753,22.4259300068517,18.5265391769888,1.369438,1.051401,4.037737,0.488916,0.035116,0.024582,0.047476,0.074328,-0.016778,7.4,15.52,24.33,48.29,1.278127,5.665229,36.31,14.43,0.26460443285196,4.17015
872190,2018,C39,2183,0,1.7136,2.9654,5.69,0.6673,1.0871,1.0217,71.2207,1.3804,0.8593,43.7966,1172.0736,1.68745449865531,5.62454123084013,17.52168173,2.304364,6.18009000000001,987.5289,8.9918,71.8654,17.3307,5.0575,103.4347,223.4587,13.616,23.3037,54.5455,2.5482,73.6364,0.0,23.1626,7.3461,64.5479,1.7962,3.88615845250033,0.0325173268982324,0.0586617946815113,-8.1886,0.3484,3.7835,3.37,1.5375,26.0779,0.2856,80.1002,1.0679,0.7008,24.4935462746824,21.2159816024699,1.363769,1.080364,3.509619,0.543681,0.027174,0.018034,0.038473,0.126121,-0.530011,28.45,29.57,60.37,71.42,11.118127,13.239074,65.9,28.45,0.300657906950888,7.24125
837344,2018,C27,2252,0,18.9826,22.2398,24.29,19.3056,28.8178,22.3838,18.68,6.778,6.3839,305.9111,4082.3066,19.3946099342664,174.976917453718,41.8890157,0.9833,1.2584,382.9463,1.8467,32.5,16.8199,27.6529,33.4119,23.0325,22.9954,32.0386,27.1795,6.2315,41.5385,0.0,3.8694,3.5114,195.5609,195.5609,6.68206869638158,0.0,0.0742495058327114,-17.341812,-7.536178,-6.017576,-12.99,0.174885,229.425043,-11.857822,18.30978,3.748515,2.764622,23.1557684725716,19.3857647327531,1.835718,1.377823,10.656416,0.390589,0.062552,0.0555,0.08944,0.103094,-0.188921,5.79,31.15,21.58,73.99,0.998734,15.301155,47.79,31.15,0.238383062880312,1.9673
832876,2018,C39,2369,0,3.5927,4.098,7.18,2.2297,-1.761,2.3251,55.1847,1.7391,0.6755,31.8544,-2430.671,-3.9611704786358,-11.4099469614428,10.58762199,1.6113,3.4431,691.4836,3.7518,-62.5,-0.1084,-16.4971,-61.3824,-147.2822,-36.4916,-59.904,31.7857,9.4168,29.6429,0.0,10.4991,2.7571,164.8607,95.1608,6.02832122524047,4.83973688436401,6.77924865454248,-14.7097,-2.6631,-2.9021,-4.64,0.834,32.4649,-4.3903,42.7852,1.1818,0.874,21.9682537767115,18.2522201454121,1.363769,1.080364,3.509619,0.543681,0.027174,0.018034,0.038473,0.126121,-0.530011,11.75,6.64,39.76,25.7,3.532534,1.36423,32.73,4.82,0.38451235946065,4.087
833580,2018,C30,2392,0,17.1049,20.498,22.35,23.1617,37.0256,26.8164,20.5168,3.6791,2.807,56.6891,1066.0888,10.0121658364916,33.6633619717854,59.08803004,0.7385,0.9509,2151.5816,1.3685,161.1111,17.2115,25.1593,169.5734,-50.6253,44.9673,165.1207,9.7561,5.2383,18.7879,0.0,2.1733,2.8905,290.1926,290.1926,16.9597620598163,4.01736271657836,3.98569544530199,-2.5168,6.3696,8.3252,10.09,0.6102,51.2553,13.3846,33.4142,2.2372,1.669,22.3675859282166,-17.511559943329,1.329398,0.889858,10.281344,0.504802,0.086926,0.076382,0.156384,0.114715,0.50424,10.2,24.79,32.3,67.23,2.308734,11.378425,49.77,4.42,0.192015223534294,2.9118
300216,2018,C35,2422,1,-33.984138,-32.448262,4.515,-302.121359,-146.098783,-305.325805,92.8426090000002,0.31241,0.1633,1.534052,19.5918,40.7903720855529,2.16135174792702,65.95960173,0.081444,0.075912,324.5492,-0.1789,-657.7778,-35.297028,-71.651035,-594.5193,105.5234,-34.7774,-586.5422,15.98,17.32,16.9546,7.93415523353632,0.37076,0.594027,1447.880757,944.932044000002,68.5672736994923,39.1318729340327,5.13576845987981,4.9047,4.4202,6.6978,9.81,0.5703,17.6028,8.2939,55.8456,1.2169,0.835,24.1029291145934,21.806259103605,1.503405,1.112375,4.81776,0.534886,0.034846,0.026079,0.054968,0.111729,-0.083413,17.01,17.08,53.98,36.09,6.367095,4.284228,45.04,17.01,0.267307311228887,1.5049635
